dataset,noise_type,initial_noise,slope,stderr,corr,threshold,p_value,combine
segment,sym,0.2,0.39222222203333323,0.008792602956755614,0.9982457373906254,0.1,1.0000,segment_sym_0.2
segment,sym,0.3,0.3003174605333333,0.010669779647323737,0.9956111437889589,0.1,1.0000,segment_sym_0.3
segment,pair,0.0,0.4843253970000001,0.011904525758012601,0.9978921344128943,0.1,1.0000,segment_pair_0.0
segment,pair,0.1,0.41079365086666664,0.012128559071090889,0.9969629145051415,0.1,1.0000,segment_pair_0.1
segment,pair,0.2,0.37063492049999996,0.008462182796475155,0.9981804934778004,0.1,1.0000,segment_pair_0.2
segment,pair,0.3,0.31539682550000003,0.013062293993984737,0.9940501933176005,0.1,1.0000,segment_pair_0.3
sonar,instance,0.0,0.058012820333333326,0.010576460795795446,0.9006944589027632,0.1,0.0021,sonar_instance_0.0
sonar,instance,0.1,0.049679487266666766,0.013191926306737147,0.8182486689666209,0.1,0.0026,sonar_instance_0.1
sonar,instance,0.2,0.041346153600000005,0.01157465329653167,0.803586254637806,0.1,0.0005,sonar_instance_0.2
sonar,instance,0.3,0.09198717940000005,0.005760320588242201,0.9865514213653699,0.1,0.1008,sonar_instance_0.3
sonar,sym,0.0,0.06378205140000008,0.015758922245613427,0.8370264708650277,0.1,0.0253,sonar_sym_0.0
sonar,sym,0.1,0.04711538500000004,0.012338901151301254,0.8219690661899215,0.1,0.0013,sonar_sym_0.1
sonar,sym,0.2,0.00929487159999991,0.013469349179016927,0.2523807314259654,0.1,0.0001,sonar_sym_0.2
sonar,sym,0.3,0.04455128193333336,0.010931275131530678,0.8387608974468179,0.1,0.0005,sonar_sym_0.3
sonar,pair,0.0,0.0697115385,0.01440876140844328,0.8773790775192214,0.1,0.0344,sonar_pair_0.0
sonar,pair,0.1,0.04711538500000004,0.012338901151301254,0.8219690661899215,0.1,0.0013,sonar_pair_0.1
