dataset,noise_type,initial_noise,slope,stderr,corr,threshold,p_value,combine
coil2,sym,0.0,0.0504000003999999,0.005645552545015451,0.9587805212165623,0.1,0.0000,coil2_sym_0.0
coil2,sym,0.1,0.02337777760000006,0.004815827175107653,0.8780539543541724,0.1,0.0000,coil2_sym_0.1
coil2,sym,0.2,0.006311110933333246,0.011233853309023331,0.20770728079239104,0.1,0.0000,coil2_sym_0.2
coil2,sym,0.3,-0.0009777775333333983,0.006406331397085903,-0.057591740066444394,0.1,0.0000,coil2_sym_0.3
coil2,pair,0.0,0.0504000003999999,0.005645552545015451,0.9587805212165623,0.1,0.0000,coil2_pair_0.0
coil2,pair,0.1,0.02337777760000006,0.004815827175107653,0.8780539543541724,0.1,0.0000,coil2_pair_0.1
coil2,pair,0.2,0.006311110933333246,0.011233853309023331,0.20770728079239104,0.1,0.0000,coil2_pair_0.2
coil2,pair,0.3,-0.0009777775333333983,0.006406331397085903,-0.057591740066444394,0.1,0.0000,coil2_pair_0.3
bci,instance,0.0,0.058500000000000135,0.006710865390224563,0.9568971595281516,0.1,0.0001,bci_instance_0.0
bci,instance,0.1,0.06216666666666677,0.005969831562857419,0.9692072202984972,0.1,0.0001,bci_instance_0.1
bci,instance,0.2,0.057166666666666734,0.005225471802196963,0.9719795462540067,0.1,0.0000,bci_instance_0.2
bci,instance,0.3,-0.023166666666666617,0.01764535252151302,-0.4445108656312271,0.1,0.0012,bci_instance_0.3
bci,sym,0.0,0.08416666666666667,0.00669191646927442,0.9785829412299238,0.1,0.0228,bci_sym_0.0
bci,sym,0.1,0.06950000000000006,0.010849072815332195,0.9242735002779965,0.1,0.0114,bci_sym_0.1
bci,sym,0.2,0.07350000000000002,0.0060974233433944295,0.9767495764520903,0.1,0.0012,bci_sym_0.2
bci,sym,0.3,0.0628333333333333,0.007180864489378342,0.957200211716537,0.1,0.0004,bci_sym_0.3
bci,pair,0.0,0.08416666666666667,0.00669191646927442,0.9785829412299238,0.1,0.0228,bci_pair_0.0
bci,pair,0.1,0.06950000000000006,0.010849072815332195,0.9242735002779965,0.1,0.0114,bci_pair_0.1
bci,pair,0.2,0.07350000000000002,0.0060974233433944295,0.9767495764520903,0.1,0.0012,bci_pair_0.2
bci,pair,0.3,0.0628333333333333,0.007180864489378342,0.957200211716537,0.1,0.0004,bci_pair_0.3
secstr,instance,0.0,0.036189087200000004,0.0011770495036288926,0.9963178761802585,0.1,0.0000,secstr_instance_0.0
secstr,instance,0.1,0.03434872173333333,0.0012124632515904583,0.9956673418518956,0.1,0.0000,secstr_instance_0.1
secstr,instance,0.2,0.029286519199999972,0.00100719426421183,0.9958859223479156,0.1,0.0000,secstr_instance_0.2
secstr,instance,0.3,0.020060787866666725,0.00096151103246444,0.992055237041832,0.1,0.0000,secstr_instance_0.3
secstr,sym,0.0,0.03984751246666671,0.0009752644597264506,0.9979099954499007,0.1,0.0000,secstr_sym_0.0
secstr,sym,0.1,0.032511542000000025,0.000960389111505567,0.9969597918110902,0.1,0.0000,secstr_sym_0.1
secstr,sym,0.2,0.026415229800000068,0.0009452995799113243,0.9955476409658386,0.1,0.0000,secstr_sym_0.2
secstr,sym,0.3,0.017597406000000104,0.0010247919811743184,0.9883374747593635,0.1,0.0000,secstr_sym_0.3
secstr,pair,0.0,0.03984751246666671,0.0009752644597264506,0.9979099954499007,0.1,0.0000,secstr_pair_0.0
secstr,pair,0.1,0.032511542000000025,0.000960389111505567,0.9969597918110902,0.1,0.0000,secstr_pair_0.1
secstr,pair,0.2,0.026415229800000068,0.0009452995799113243,0.9955476409658386,0.1,0.0000,secstr_pair_0.2
secstr,pair,0.3,0.017597406000000104,0.0010247919811743184,0.9883374747593635,0.1,0.0000,secstr_pair_0.3
cifar10,instance,0.0,0.8136959999999998,0.0011909602368483162,0.999992502209157,0.1,1.0000,cifar10_instance_0.0
cifar10,instance,0.1,0.7683353333333334,0.0008983014306468092,0.9999952158201294,0.1,1.0000,cifar10_instance_0.1
cifar10,instance,0.2,0.6932159999999999,0.0008966547116672564,0.9999941443171955,0.1,1.0000,cifar10_instance_0.2
cifar10,instance,0.3,0.5981379999999998,0.0012317975251112114,0.9999851565709632,0.1,1.0000,cifar10_instance_0.3
cifar10,sym,0.0,0.88807,0.0014424799705978818,0.999990766056492,0.1,1.0000,cifar10_sym_0.0
cifar10,sym,0.1,0.7983373333333332,0.0006214768551474201,0.9999978789851784,0.1,1.0000,cifar10_sym_0.1
cifar10,sym,0.2,0.6993513333333333,0.0009420559863727381,0.9999936492280183,0.1,1.0000,cifar10_sym_0.2
cifar10,sym,0.3,0.5980206666666666,0.0008217044744821544,0.9999933921122357,0.1,1.0000,cifar10_sym_0.3
cifar10,pair,0.0,0.8879846666666666,0.0012335704019359988,0.9999932456961819,0.1,1.0000,cifar10_pair_0.0
cifar10,pair,0.1,0.7956420000000001,0.0008266407189979212,0.9999962219841934,0.1,1.0000,cifar10_pair_0.1
cifar10,pair,0.2,0.6967946666666668,0.0012429884452835268,0.9999888625610582,0.1,1.0000,cifar10_pair_0.2
cifar10,pair,0.3,0.5974793333333334,0.000564933615051271,0.9999968709315418,0.1,1.0000,cifar10_pair_0.3
