noise_type,inital_noise,noisy_rate,mean,std
instance,0.01,0.1,0.77774,0.005418186966135407
instance,0.01,0.2,0.79456,0.006141192880866055
instance,0.01,0.3,0.81619,0.006044667071063559
instance,0.01,0.4,0.83783,0.006954009634735939
instance,0.01,0.5,0.8603400000000001,0.006549179337901795
instance,0.01,0.6,0.88301,0.006829110483803913
instance,0.01,0.7000000000000001,0.90557,0.0077240371568241565
instance,0.01,0.8,0.92689,0.008225448316049395
instance,0.01,0.9,0.94532,0.007881195975231185
instance,0.1,0.1,0.7785,0.004683881937026178
instance,0.1,0.2,0.79531,0.005632872269100334
instance,0.1,0.3,0.8169700000000001,0.0055728807631242406
instance,0.1,0.4,0.83851,0.006604960257261205
instance,0.1,0.5,0.8609500000000001,0.0062251506005878785
instance,0.1,0.6,0.88357,0.006722592505871552
instance,0.1,0.7000000000000001,0.9061600000000001,0.008060195407060579
instance,0.1,0.8,0.9272,0.008755855183818387
instance,0.1,0.9,0.9454100000000001,0.008344114692404458
instance,0.2,0.1,0.7808499999999999,0.004842003717470707
instance,0.2,0.2,0.79798,0.005468272121977822
instance,0.2,0.3,0.81951,0.005197884184935224
instance,0.2,0.4,0.84142,0.005885002124043829
instance,0.2,0.5,0.8642099999999999,0.0058658332741392955
instance,0.2,0.6,0.8871,0.006209367922743855
instance,0.2,0.7000000000000001,0.9098,0.00760074009554333
instance,0.2,0.8,0.9314,0.007883289288108082
instance,0.2,0.9,0.94969,0.007370074626487854
instance,0.3,0.1,0.78459,0.005543396972976005
instance,0.3,0.2,0.80101,0.006051384139186656
instance,0.3,0.3,0.82215,0.0056401462746989
instance,0.3,0.4,0.8435,0.005579426493825313
instance,0.3,0.5,0.8654,0.005201442107723594
instance,0.3,0.6,0.88785,0.005663810554741352
instance,0.3,0.7000000000000001,0.9093500000000001,0.0068545605256646585
instance,0.3,0.8,0.9303100000000001,0.006561859492552357
instance,0.3,0.9,0.94791,0.005753629289413809
pair,0.01,0.1,0.77519,0.011978752021809314
pair,0.01,0.2,0.79248,0.011564417408585713
pair,0.01,0.3,0.8143900000000001,0.011289785206105577
pair,0.01,0.4,0.83673,0.0103645791038518
pair,0.01,0.5,0.85915,0.00950782572410748
pair,0.01,0.6,0.8820599999999998,0.009306946330564057
pair,0.01,0.7000000000000001,0.9050100000000001,0.008613608419239869
pair,0.01,0.8,0.92668,0.009704225883603498
pair,0.01,0.9,0.9454499999999999,0.009812173561449042
pair,0.1,0.1,0.77566,0.012906606835260764
pair,0.1,0.2,0.7933,0.01255049799808758
pair,0.1,0.3,0.81537,0.012441091190084528
pair,0.1,0.4,0.8379899999999999,0.011490996475502011
pair,0.1,0.5,0.8609300000000001,0.011005260105967482
pair,0.1,0.6,0.88429,0.010801816976786852
pair,0.1,0.7000000000000001,0.90783,0.009211989470250143
pair,0.1,0.8,0.9296200000000001,0.009677138006662938
pair,0.1,0.9,0.9483,0.009024480594471968
pair,0.2,0.1,0.77698,0.013021933420195314
pair,0.2,0.2,0.79442,0.01251252372625126
pair,0.2,0.3,0.81644,0.012279118453700145
pair,0.2,0.4,0.83863,0.010965206336407868
pair,0.2,0.5,0.8614200000000001,0.010228245206290275
pair,0.2,0.6,0.88408,0.010066317598804438
pair,0.2,0.7000000000000001,0.9069800000000001,0.00829778584924918
pair,0.2,0.8,0.92881,0.008738950165780761
pair,0.2,0.9,0.94725,0.008443414593634449
pair,0.3,0.1,0.78406,0.014620251365828127
pair,0.3,0.2,0.8006,0.013385393158215384
pair,0.3,0.3,0.8217700000000001,0.012785763567343214
pair,0.3,0.4,0.84296,0.012135196743357732
pair,0.3,0.5,0.8650399999999999,0.010166390706637255
pair,0.3,0.6,0.8868199999999999,0.009067910453902837
pair,0.3,0.7000000000000001,0.90879,0.008081955208982567
pair,0.3,0.8,0.9288500000000001,0.007905456976038729
pair,0.3,0.9,0.94664,0.007131917694421331
sym,0.01,0.1,0.7751699999999999,0.01198048413045148
sym,0.01,0.2,0.7924599999999999,0.011567270637449474
sym,0.01,0.3,0.8143699999999999,0.01129439020044907
sym,0.01,0.4,0.8367100000000001,0.01037535541559901
sym,0.01,0.5,0.8591300000000001,0.009521200029408034
sym,0.01,0.6,0.8820599999999998,0.009306946330564057
sym,0.01,0.7000000000000001,0.9050100000000001,0.008613608419239869
sym,0.01,0.8,0.92668,0.009704225883603498
sym,0.01,0.9,0.9454499999999999,0.009812173561449042
sym,0.1,0.1,0.77518,0.012459313785277235
sym,0.1,0.2,0.79287,0.012149207793103188
