noise_type,inital_noise,noisy_rate,mean,std
instance,0.01,0.1,0.55,0.074535599249993
instance,0.01,0.2,0.5166666666666667,0.0912870929175277
instance,0.01,0.3,0.5166666666666667,0.0912870929175277
instance,0.01,0.4,0.5166666666666667,0.0912870929175277
instance,0.01,0.5,0.4833333333333334,0.09128709291752768
instance,0.01,0.6,0.4833333333333334,0.09128709291752768
instance,0.01,0.7000000000000001,0.4833333333333334,0.09128709291752768
instance,0.01,0.8,0.4833333333333334,0.09128709291752768
instance,0.01,0.9,0.45,0.07453559924999299
instance,0.1,0.1,0.55,0.074535599249993
instance,0.1,0.2,0.5166666666666667,0.0912870929175277
instance,0.1,0.3,0.5166666666666667,0.0912870929175277
instance,0.1,0.4,0.5166666666666667,0.0912870929175277
instance,0.1,0.5,0.4833333333333334,0.09128709291752768
instance,0.1,0.6,0.4833333333333334,0.09128709291752768
instance,0.1,0.7000000000000001,0.4833333333333334,0.09128709291752768
instance,0.1,0.8,0.4833333333333334,0.09128709291752768
instance,0.1,0.9,0.45,0.07453559924999299
instance,0.2,0.1,0.5166666666666667,0.0912870929175277
instance,0.2,0.2,0.55,0.074535599249993
instance,0.2,0.3,0.55,0.074535599249993
instance,0.2,0.4,0.55,0.074535599249993
instance,0.2,0.5,0.4833333333333334,0.09128709291752768
instance,0.2,0.6,0.45,0.07453559924999299
instance,0.2,0.7000000000000001,0.45,0.07453559924999299
instance,0.2,0.8,0.45,0.07453559924999299
instance,0.2,0.9,0.4833333333333334,0.09128709291752768
instance,0.3,0.1,0.4833333333333334,0.09128709291752768
instance,0.3,0.2,0.5166666666666667,0.09128709291752768
instance,0.3,0.3,0.5166666666666667,0.09128709291752768
instance,0.3,0.4,0.5166666666666667,0.09128709291752768
instance,0.3,0.5,0.4833333333333334,0.09128709291752768
instance,0.3,0.6,0.4833333333333334,0.0912870929175277
instance,0.3,0.7000000000000001,0.4833333333333334,0.0912870929175277
instance,0.3,0.8,0.4833333333333334,0.0912870929175277
instance,0.3,0.9,0.5166666666666667,0.0912870929175277
pair,0.01,0.1,0.5833333333333334,0.0
pair,0.01,0.2,0.5416666666666667,0.08333333333333336
pair,0.01,0.3,0.5416666666666667,0.08333333333333336
pair,0.01,0.4,0.5416666666666667,0.08333333333333336
pair,0.01,0.5,0.5,0.09622504486493763
pair,0.01,0.6,0.45833333333333337,0.08333333333333334
pair,0.01,0.7000000000000001,0.45833333333333337,0.08333333333333334
pair,0.01,0.8,0.45833333333333337,0.08333333333333334
pair,0.01,0.9,0.4166666666666667,0.0
pair,0.1,0.1,0.5,0.11785113019775793
pair,0.1,0.2,0.4666666666666667,0.11180339887498951
pair,0.1,0.3,0.4666666666666667,0.11180339887498951
pair,0.1,0.4,0.4666666666666667,0.11180339887498951
pair,0.1,0.5,0.4666666666666667,0.1118033988749895
pair,0.1,0.6,0.5333333333333334,0.11180339887498947
pair,0.1,0.7000000000000001,0.5333333333333334,0.11180339887498947
pair,0.1,0.8,0.5333333333333334,0.11180339887498947
pair,0.1,0.9,0.5,0.1178511301977579
pair,0.2,0.1,0.5666666666666667,0.09128709291752767
pair,0.2,0.2,0.5333333333333334,0.11180339887498947
pair,0.2,0.3,0.5333333333333334,0.11180339887498947
pair,0.2,0.4,0.5333333333333334,0.11180339887498947
pair,0.2,0.5,0.5333333333333334,0.11180339887498947
pair,0.2,0.6,0.4666666666666667,0.11180339887498951
pair,0.2,0.7000000000000001,0.4666666666666667,0.11180339887498951
pair,0.2,0.8,0.4666666666666667,0.11180339887498951
pair,0.2,0.9,0.4333333333333333,0.0912870929175277
pair,0.3,0.1,0.5,0.11785113019775793
pair,0.3,0.2,0.4666666666666667,0.11180339887498951
pair,0.3,0.3,0.4666666666666667,0.11180339887498951
pair,0.3,0.4,0.4666666666666667,0.11180339887498951
pair,0.3,0.5,0.4666666666666667,0.1118033988749895
pair,0.3,0.6,0.5333333333333334,0.11180339887498947
pair,0.3,0.7000000000000001,0.5333333333333334,0.11180339887498947
pair,0.3,0.8,0.5333333333333334,0.11180339887498947
pair,0.3,0.9,0.5,0.1178511301977579
sym,0.01,0.1,0.5333333333333334,0.11180339887498951
sym,0.01,0.2,0.5,0.11785113019775793
sym,0.01,0.3,0.5,0.11785113019775793
sym,0.01,0.4,0.5,0.11785113019775793
sym,0.01,0.5,0.4666666666666667,0.1118033988749895
sym,0.01,0.6,0.5,0.1178511301977579
sym,0.01,0.7000000000000001,0.5,0.1178511301977579
sym,0.01,0.8,0.5,0.1178511301977579
sym,0.01,0.9,0.4666666666666667,0.11180339887498947
sym,0.1,0.1,0.5,0.11785113019775793
sym,0.1,0.2,0.4666666666666667,0.11180339887498951
sym,0.1,0.3,0.4666666666666667,0.11180339887498951
sym,0.1,0.4,0.4666666666666667,0.11180339887498951
sym,0.1,0.5,0.4666666666666667,0.1118033988749895
sym,0.1,0.6,0.5333333333333334,0.11180339887498947
sym,0.1,0.7000000000000001,0.5333333333333334,0.11180339887498947
sym,0.1,0.8,0.5333333333333334,0.11180339887498947
sym,0.1,0.9,0.5,0.1178511301977579
sym,0.2,0.1,0.5666666666666667,0.09128709291752767
sym,0.2,0.2,0.5333333333333334,0.11180339887498947
sym,0.2,0.3,0.5333333333333334,0.11180339887498947
sym,0.2,0.4,0.5333333333333334,0.11180339887498947
sym,0.2,0.5,0.5333333333333334,0.11180339887498947
sym,0.2,0.6,0.4666666666666667,0.11180339887498951
sym,0.2,0.7000000000000001,0.4666666666666667,0.11180339887498951
sym,0.2,0.8,0.4666666666666667,0.11180339887498951
sym,0.2,0.9,0.4333333333333333,0.0912870929175277
sym,0.3,0.1,0.5,0.11785113019775793
sym,0.3,0.2,0.4666666666666667,0.11180339887498951
sym,0.3,0.3,0.4666666666666667,0.11180339887498951
sym,0.3,0.4,0.4666666666666667,0.11180339887498951
sym,0.3,0.5,0.4666666666666667,0.1118033988749895
sym,0.3,0.6,0.5333333333333334,0.11180339887498947
sym,0.3,0.7000000000000001,0.5333333333333334,0.11180339887498947
sym,0.3,0.8,0.5333333333333334,0.11180339887498947
sym,0.3,0.9,0.5,0.1178511301977579
