noise_type,initial_noise,noise_rate,mean,std
instance,0.1,0.1,0.309348,0.001151746499886174
instance,0.1,0.2,0.38391600000000004,0.0008269703743182059
instance,0.1,0.3,0.45697599999999994,0.0014457800662617966
instance,0.1,0.4,0.530432,0.0008874232361167906
instance,0.1,0.5,0.6054120000000001,0.0009917257685468893
instance,0.1,0.6,0.6799440000000001,0.0025086809282967534
instance,0.1,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.1,0.8,0.8258800000000001,0.0028552758185506595
instance,0.1,0.9,0.9005839999999999,0.0019604795331754727
instance,0.2,0.1,0.309348,0.001151746499886174
instance,0.2,0.2,0.38391600000000004,0.0008269703743182059
instance,0.2,0.3,0.45697599999999994,0.0014457800662617966
instance,0.2,0.4,0.530432,0.0008874232361167906
instance,0.2,0.5,0.6054120000000001,0.0009917257685468893
instance,0.2,0.6,0.6799440000000001,0.0025086809282967534
instance,0.2,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.2,0.8,0.8258800000000001,0.0028552758185506595
instance,0.2,0.9,0.9005839999999999,0.0019604795331754727
instance,0.3,0.1,0.309348,0.001151746499886174
instance,0.3,0.2,0.38391600000000004,0.0008269703743182059
instance,0.3,0.3,0.45697599999999994,0.0014457800662617966
instance,0.3,0.4,0.530432,0.0008874232361167906
instance,0.3,0.5,0.6054120000000001,0.0009917257685468893
instance,0.3,0.6,0.6799440000000001,0.0025086809282967534
instance,0.3,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.3,0.8,0.8258800000000001,0.0028552758185506595
instance,0.3,0.9,0.9005839999999999,0.0019604795331754727
instance,0.4,0.1,0.309348,0.001151746499886174
instance,0.4,0.2,0.38391600000000004,0.0008269703743182059
instance,0.4,0.3,0.45697599999999994,0.0014457800662617966
instance,0.4,0.4,0.530432,0.0008874232361167906
instance,0.4,0.5,0.6054120000000001,0.0009917257685468893
instance,0.4,0.6,0.6799440000000001,0.0025086809282967534
instance,0.4,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.4,0.8,0.8258800000000001,0.0028552758185506595
instance,0.4,0.9,0.9005839999999999,0.0019604795331754727
instance,0.5,0.1,0.309348,0.001151746499886174
instance,0.5,0.2,0.38391600000000004,0.0008269703743182059
instance,0.5,0.3,0.45697599999999994,0.0014457800662617966
instance,0.5,0.4,0.530432,0.0008874232361167906
instance,0.5,0.5,0.6054120000000001,0.0009917257685468893
instance,0.5,0.6,0.6799440000000001,0.0025086809282967534
instance,0.5,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.5,0.8,0.8258800000000001,0.0028552758185506595
instance,0.5,0.9,0.9005839999999999,0.0019604795331754727
instance,0.6,0.1,0.309348,0.001151746499886174
instance,0.6,0.2,0.38391600000000004,0.0008269703743182059
instance,0.6,0.3,0.45697599999999994,0.0014457800662617966
instance,0.6,0.4,0.530432,0.0008874232361167906
instance,0.6,0.5,0.6054120000000001,0.0009917257685468893
instance,0.6,0.6,0.6799440000000001,0.0025086809282967534
instance,0.6,0.7000000000000001,0.752364,0.0013120518282446264
instance,0.6,0.8,0.8258800000000001,0.0028552758185506595
instance,0.6,0.9,0.9005839999999999,0.0019604795331754727
instance,0.7,0.1,0.309348,0.001151746499886174
instance,0.7,0.2,0.38391600000000004,0.0008269703743182059
instance,0.7,0.3,0.45697599999999994,0.0014457800662617966
instance,0.7,0.4,0.530432,0.0008874232361167906
