dataset,pca_k,sample_size,near_percentage,noise_type,flip_rate_fixed,entropy_mean,entropy_variance,ratio_mean,ratio_variance,causal
xyguassian,1,200,0.1,instance,0.1,0.9720325016589306,0.0007096140243502064,0.502575,0.009614298366834171,0
xyguassian,1,200,0.3,instance,0.1,0.9810560162885409,0.00021526244571682922,0.5014233333333331,0.006550170530429931,0
xyguassian,1,200,0.5,instance,0.1,0.9890960326096275,4.97281504325009e-05,0.4994765000000003,0.003784169545477387,0
xyguassian,5,200,0.1,instance,0.3,0.9605255506823918,0.0015245527778110929,0.5088674999999998,0.013420785119346731,0
xyguassian,5,200,0.3,instance,0.3,0.983784535135046,0.00035945685958797585,0.5076375,0.005539285158431047,0
xyguassian,5,200,0.5,instance,0.3,0.9932253144342209,6.439338055899333e-05,0.5067689999999999,0.0023048080793969844,0
xyguassian,3,200,0.1,instance,0.3,0.9721803173560489,0.0006701498187207929,0.5112399999999998,0.009446404422110557,0
xyguassian,3,200,0.3,instance,0.3,0.9858866899908528,0.00020811372037881886,0.5085408333333332,0.004809762003768844,0
xyguassian,3,200,0.5,instance,0.3,0.993226695651281,5.1739744329424146e-05,0.5067419999999996,0.002305712900502514,0
xyguassian,1,200,0.1,instance,0.3,0.9911413903072877,0.00010346159738053111,0.5073999999999999,0.0030159145728643217,0
xyguassian,1,200,0.3,instance,0.3,0.9943169522976651,2.2229679336147116e-05,0.5054233333333333,0.0019455474148520387,0
xyguassian,1,200,0.5,instance,0.3,0.9966236211708416,5.5338175007991025e-06,0.5043814999999996,0.0011553886510050255,0
xyguassian,5,200,0.1,instance,0.5,0.9995647198987925,3.000932251245632e-07,0.506245,0.00011237937185929649,0
xyguassian,5,200,0.3,instance,0.5,0.9998418069613162,1.8098999130854727e-08,0.5060575000000004,1.8219876465661658e-05,0
xyguassian,5,200,0.5,instance,0.5,0.9998796107963055,1.2022799223764277e-08,0.5057370000000001,8.852694472361795e-06,0
xyguassian,3,200,0.1,instance,0.5,0.9996645836429616,1.5613452900751284e-07,0.504635,9.521786432160793e-05,0
xyguassian,3,200,0.3,instance,0.5,0.9999370788326063,4.853955027981532e-09,0.50358,9.034885538805152e-06,0
xyguassian,3,200,0.5,instance,0.5,0.9999424901097866,3.0659509277942257e-09,0.5037379999999998,5.98819698492461e-06,0
xyguassian,1,200,0.1,instance,0.5,0.9996285504992533,2.9536355279685084e-07,0.50654,8.63602010050251e-05,0
xyguassian,1,200,0.3,instance,0.5,0.9998843264160234,1.4001620490429239e-08,0.5046149999999999,1.8883414293690698e-05,0
xyguassian,1,200,0.5,instance,0.5,0.9999515394772771,1.2462274917460285e-09,0.5034835000000003,4.683495226130662e-06,0
xyguassian,5,200,0.1,instance,0.7,0.9622927769739233,0.0013232061031268876,0.50156,0.012909300402010042,0
xyguassian,5,200,0.3,instance,0.7,0.9846734778815456,0.0003052300736884378,0.5024349999999999,0.005288961973757679,0
xyguassian,5,200,0.5,instance,0.7,0.9937861504065085,5.249866712845478e-05,0.502944,0.0021483424763819097,0
xyguassian,3,200,0.1,instance,0.7,0.9727125672638881,0.0007154921600637595,0.49538250000000017,0.009365253712311557,0
xyguassian,3,200,0.3,instance,0.7,0.9857037050736649,0.00022554247648355334,0.49838916666666655,0.0049423780785873795,0
xyguassian,3,200,0.5,instance,0.7,0.9932197675413457,5.343056037021772e-05,0.500034,0.0023536648683417072,0
xyguassian,1,200,0.1,instance,0.7,0.9904969039951114,8.728685099703005e-05,0.5043075000000001,0.003277137380653263,0
xyguassian,1,200,0.3,instance,0.7,0.9936339045276147,3.263934313479076e-05,0.5034258333333334,0.0021997296754606376,0
xyguassian,1,200,0.5,instance,0.7,0.9965071129186179,5.710003652888235e-06,0.5019645000000003,0.0012113070248743719,0
xyguassian,5,200,0.1,instance,0.9,0.8593431199967932,0.019686908124686188,0.4924500000000003,0.04564705527638191,0
xyguassian,5,200,0.3,instance,0.9,0.9441251553496423,0.004226480944793152,0.49506166666666673,0.018837378087660523,0
xyguassian,5,200,0.5,instance,0.9,0.9775821394814822,0.0007043954662678025,0.4967455000000001,0.00770031133643216,0
xyguassian,3,200,0.1,instance,0.9,0.896307128553827,0.010531303466772671,0.48383249999999994,0.034101380094221125,0
xyguassian,3,200,0.3,instance,0.9,0.947525812409122,0.0030219253015669944,0.4894766666666666,0.01769637494137353,0
xyguassian,3,200,0.5,instance,0.9,0.9753541381461123,0.0006927439780536933,0.49285750000000017,0.008428240244974875,0
xyguassian,1,200,0.1,instance,0.9,0.9689387628892221,0.0008728166886777669,0.4995125000000003,0.010670277481155777,0
xyguassian,1,200,0.3,instance,0.9,0.9788154785294761,0.0002770802752904405,0.4987883333333334,0.007318889645449471,0
xyguassian,1,200,0.5,instance,0.9,0.987617971834093,6.486194407895575e-05,0.49737649999999983,0.004288366429899497,0
xyguassian,5,200,0.1,pair,0.1,0.8347603320531108,0.027324213454745703,0.5010224999999999,0.05296615150125626,0
xyguassian,5,200,0.3,pair,0.1,0.9352286150483569,0.005729908455246863,0.4981108333333333,0.021743985839614743,0
xyguassian,5,200,0.5,pair,0.1,0.9737916107689654,0.0009420664122130639,0.4965429999999999,0.008984994624120602,0
xyguassian,3,200,0.1,pair,0.1,0.8808184048652133,0.014376937049857217,0.5073524999999997,0.03909104974246228,0
xyguassian,3,200,0.3,pair,0.1,0.9403274178666337,0.003989622986090244,0.5008925000000001,0.020168426827889444,0
xyguassian,3,200,0.5,pair,0.1,0.9715387591955025,0.0009510437116550794,0.49753800000000015,0.009764993322613066,0
xyguassian,1,200,0.1,pair,0.1,0.9601515890302977,0.0013901556721842554,0.49666000000000016,0.013627368743718596,0
xyguassian,1,200,0.3,pair,0.1,0.9731847879089094,0.0004484519952505173,0.4957850000000002,0.009228064653824676,0
xyguassian,1,200,0.5,pair,0.1,0.9845353056146355,0.00010901290725551191,0.4937359999999995,0.005319110355778894,0
xyguassian,5,200,0.1,pair,0.3,0.9619980657112578,0.0013624053565326377,0.5014699999999997,0.013007212663316585,0
xyguassian,5,200,0.3,pair,0.3,0.9847527729233653,0.00030011600291635895,0.499913333333333,0.005267905348967056,0
xyguassian,5,200,0.5,pair,0.3,0.9937345855533904,5.222694623569853e-05,0.4990544999999999,0.0021740857082914586,0
xyguassian,3,200,0.1,pair,0.3,0.9728036303409334,0.0007327160310817433,0.5034675,0.009341877079145727,0
xyguassian,3,200,0.3,pair,0.3,0.9863904801385853,0.00019855994744273926,0.5003850000000001,0.004709345725851478,0
xyguassian,3,200,0.5,pair,0.3,0.9933102044488992,5.150114369176807e-05,0.4989459999999999,0.002321302094472363,0
xyguassian,1,200,0.1,pair,0.3,0.9905597975131039,6.110454732548036e-05,0.4985975000000002,0.0032741022550251283,0
xyguassian,1,200,0.3,pair,0.3,0.9935320207249884,2.5169328202425143e-05,0.4971041666666667,0.00223907912828029,0
xyguassian,1,200,0.5,pair,0.3,0.9965438662512995,5.077387234691684e-06,0.4949514999999999,0.0011768397967336663,0
xyguassian,5,200,0.1,pair,0.5,0.9996308077083426,2.2127142672689644e-07,0.5059825000000003,9.25964258793969e-05,0
xyguassian,5,200,0.3,pair,0.5,0.9998331097841542,3.499852870595003e-08,0.5058149999999995,2.4141203238414313e-05,0
xyguassian,5,200,0.5,pair,0.5,0.9998886305870153,1.071942545335121e-08,0.5054114999999997,9.35830929648245e-06,0
xyguassian,3,200,0.1,pair,0.5,0.9996021484929714,2.4657089434481227e-07,0.5049549999999997,0.00011386982412060308,0
xyguassian,3,200,0.3,pair,0.5,0.9998476243230477,2.996067723272596e-08,0.5051091666666665,2.6835733528754925e-05,0
xyguassian,3,200,0.5,pair,0.5,0.9999099087806406,6.11731225856085e-09,0.5049380000000003,6.872619095477392e-06,0
xyguassian,1,200,0.1,pair,0.5,0.9995383776881668,3.643672196146559e-07,0.5053699999999998,0.00013176190954773868,0
xyguassian,1,200,0.3,pair,0.5,0.9997552662120219,7.319638665399603e-08,0.5073708333333332,3.0631612925739885e-05,0
xyguassian,1,200,0.5,pair,0.5,0.9998069940961161,2.7812232172079603e-08,0.5072684999999997,1.4125083165829174e-05,0
xyguassian,5,200,0.1,pair,0.7,0.9619980657112578,0.0013624053565326377,0.49853000000000025,0.013007212663316585,0
xyguassian,5,200,0.3,pair,0.7,0.9847527729233653,0.00030011600291635895,0.500086666666667,0.005267905348967059,0
xyguassian,5,200,0.5,pair,0.7,0.9937345855533904,5.222694623569853e-05,0.5009455000000002,0.002174085708291457,0
xyguassian,3,200,0.1,pair,0.7,0.9728036303409334,0.0007327160310817433,0.4965325,0.009341877079145727,0
xyguassian,3,200,0.3,pair,0.7,0.9863904801385853,0.00019855994744273926,0.4996149999999999,0.004709345725851479,0
xyguassian,3,200,0.5,pair,0.7,0.9933102044488992,5.150114369176807e-05,0.5010540000000002,0.002321302094472363,0
xyguassian,1,200,0.1,pair,0.7,0.9905597975131039,6.110454732548036e-05,0.5014024999999999,0.0032741022550251252,0
xyguassian,1,200,0.3,pair,0.7,0.9935320207249884,2.5169328202425143e-05,0.5028958333333333,0.0022390791282802898,0
xyguassian,1,200,0.5,pair,0.7,0.9965438662512995,5.077387234691684e-06,0.5050485000000002,0.001176839796733669,0
xyguassian,5,200,0.1,pair,0.9,0.8347603320531108,0.027324213454745703,0.4989775000000001,0.05296615150125626,0
xyguassian,5,200,0.3,pair,0.9,0.9352286150483569,0.005729908455246863,0.5018891666666668,0.021743985839614736,0
xyguassian,5,200,0.5,pair,0.9,0.9737916107689654,0.0009420664122130639,0.503457,0.0089849946241206,0
xyguassian,3,200,0.1,pair,0.9,0.8808184048652133,0.014376937049857217,0.4926475000000004,0.03909104974246229,0
xyguassian,3,200,0.3,pair,0.9,0.9403274178666337,0.003989622986090244,0.49910749999999987,0.02016842682788945,0
xyguassian,3,200,0.5,pair,0.9,0.9715387591955025,0.0009510437116550794,0.502462,0.009764993322613063,0
xyguassian,1,200,0.1,pair,0.9,0.9601515890302977,0.0013901556721842554,0.5033399999999998,0.013627368743718596,0
xyguassian,1,200,0.3,pair,0.9,0.9731847879089094,0.0004484519952505173,0.5042149999999999,0.009228064653824681,0
xyguassian,1,200,0.5,pair,0.9,0.9845353056146355,0.00010901290725551191,0.5062640000000005,0.005319110355778894,0
yxguassian,5,200,0.1,sym,0.1,0.7720668345991797,0.023777644227318727,0.49372250000000006,0.07301429572236176,0
yxguassian,5,200,0.3,sym,0.1,0.8572364456660766,0.011750789973417934,0.49566083333333305,0.04705479491275823,0
yxguassian,5,200,0.5,sym,0.1,0.9246482520875213,0.00354087488230218,0.49797350000000024,0.025490882259045215,0
yxguassian,3,200,0.1,sym,0.1,0.720453285230609,0.029043747869875004,0.49592499999999995,0.08832637876884421,0
yxguassian,3,200,0.3,sym,0.1,0.8072476747087787,0.017194899159166808,0.49743833333333337,0.06261585296203234,0
yxguassian,3,200,0.5,sym,0.1,0.893951649569772,0.005454619191123447,0.4984964999999999,0.03557022747512564,0
yxguassian,1,200,0.1,sym,0.1,0.6580490522284831,0.03310550729299558,0.49712249999999986,0.10637643089824125,0
yxguassian,1,200,0.3,sym,0.1,0.7046760189213647,0.02628562211274835,0.49948583333333346,0.09331764678322171,0
yxguassian,1,200,0.5,sym,0.1,0.8195453432363797,0.009180531022529647,0.49951949999999967,0.05941411162788945,0
yxguassian,5,200,0.1,sym,0.3,0.9465787640625277,0.0012731579881080418,0.5047475000000001,0.01825039949120602,0
yxguassian,5,200,0.3,sym,0.3,0.9659222328430889,0.0006499731291043554,0.5057475000000001,0.01169024203726968,0
yxguassian,5,200,0.5,sym,0.3,0.9818359484444964,0.00020335367516188138,0.5067919999999998,0.006237474006030154,0
yxguassian,3,200,0.1,sym,0.3,0.9356143459550437,0.0015349770314951694,0.50711,0.021914879798994973,0
yxguassian,3,200,0.3,sym,0.3,0.9542524261835671,0.0009511014372434738,0.5075383333333334,0.01563113140982691,0
yxguassian,3,200,0.5,sym,0.3,0.9743241758487464,0.00032853486688451617,0.508087,0.008797859428140702,0
yxguassian,1,200,0.1,sym,0.3,0.9225429137373764,0.001604087803273027,0.5065649999999998,0.026318588718592974,0
yxguassian,1,200,0.3,sym,0.3,0.9333875801086488,0.0012583900008435044,0.5070316666666668,0.022690535563930764,0
yxguassian,1,200,0.5,sym,0.3,0.9570331753867797,0.0005447080902377818,0.5077824999999998,0.01471185140075378,0
yxguassian,5,200,0.1,sym,0.5,0.9996270604489724,2.3354742109716335e-07,0.5065474999999997,8.678542085427132e-05,0
yxguassian,5,200,0.3,sym,0.5,0.9998167938795173,3.547046342227e-08,0.5063866666666668,2.2813445002791804e-05,0
yxguassian,5,200,0.5,sym,0.5,0.9998626683060199,1.2901762949698772e-08,0.5061969999999999,9.236372864321629e-06,0
yxguassian,3,200,0.1,sym,0.5,0.9997485204820821,9.217843844757335e-08,0.5054475000000002,5.775728015075371e-05,0
yxguassian,3,200,0.3,sym,0.5,0.9998592132019821,2.6271453708764407e-08,0.5051391666666669,2.249072515354553e-05,0
yxguassian,3,200,0.5,sym,0.5,0.9998786844945076,9.686124588689594e-09,0.5058739999999997,7.576808040201033e-06,0
yxguassian,1,200,0.1,sym,0.5,0.9995233445077948,6.337385309015073e-07,0.506545,0.000122905,0
yxguassian,1,200,0.3,sym,0.5,0.999840763423328,2.120246549612647e-08,0.5052141666666669,2.813662130094919e-05,0
yxguassian,1,200,0.5,sym,0.5,0.9998514687939085,1.6023623585368708e-08,0.5065444999999996,8.686904271356802e-06,0
yxguassian,5,200,0.1,sym,0.7,0.9465787640625277,0.0012731579881080418,0.49525249999999993,0.018250399491206024,0
yxguassian,5,200,0.3,sym,0.7,0.9659222328430889,0.0006499731291043554,0.49425250000000004,0.011690242037269677,0
yxguassian,5,200,0.5,sym,0.7,0.9818359484444964,0.00020335367516188138,0.49320800000000015,0.006237474006030154,0
yxguassian,3,200,0.1,sym,0.7,0.9356143459550437,0.0015349770314951694,0.4928900000000001,0.02191487979899498,0
yxguassian,3,200,0.3,sym,0.7,0.9542524261835671,0.0009511014372434738,0.49246166666666646,0.01563113140982691,0
yxguassian,3,200,0.5,sym,0.7,0.9743241758487464,0.00032853486688451617,0.49191300000000004,0.008797859428140702,0
yxguassian,1,200,0.1,sym,0.7,0.9225429137373764,0.001604087803273027,0.49343500000000007,0.026318588718592967,0
yxguassian,1,200,0.3,sym,0.7,0.9333875801086488,0.0012583900008435044,0.4929683333333331,0.02269053556393078,0
yxguassian,1,200,0.5,sym,0.7,0.9570331753867797,0.0005447080902377818,0.4922175000000002,0.01471185140075378,0
yxguassian,5,200,0.1,sym,0.9,0.7720668345991797,0.023777644227318727,0.5062774999999999,0.07301429572236176,0
yxguassian,5,200,0.3,sym,0.9,0.8572364456660766,0.011750789973417934,0.5043391666666668,0.0470547949127582,0
yxguassian,5,200,0.5,sym,0.9,0.9246482520875213,0.00354087488230218,0.5020264999999999,0.025490882259045222,0
yxguassian,3,200,0.1,sym,0.9,0.720453285230609,0.029043747869875004,0.5040750000000002,0.0883263787688442,0
yxguassian,3,200,0.3,sym,0.9,0.8072476747087787,0.017194899159166808,0.5025616666666667,0.06261585296203234,0
yxguassian,3,200,0.5,sym,0.9,0.893951649569772,0.005454619191123447,0.5015035000000001,0.03557022747512564,0
yxguassian,1,200,0.1,sym,0.9,0.6580490522284831,0.03310550729299558,0.5028775000000002,0.10637643089824123,0
yxguassian,1,200,0.3,sym,0.9,0.7046760189213647,0.02628562211274835,0.5005141666666666,0.09331764678322167,0
yxguassian,1,200,0.5,sym,0.9,0.8195453432363797,0.009180531022529647,0.5004805000000003,0.05941411162788945,0
yxguassian,5,200,0.1,instance,0.1,0.8135368801471609,0.015144573707489903,0.4961500000000001,0.06079385678391961,0
yxguassian,5,200,0.3,instance,0.1,0.882899557617774,0.007883606702684825,0.4969208333333337,0.039005044091987746,0
yxguassian,5,200,0.5,instance,0.1,0.9382521813032565,0.002378164510535036,0.49856050000000013,0.021002552653015077,0
yxguassian,3,200,0.1,instance,0.1,0.7769189363266369,0.017604521473106285,0.4972900000000004,0.07208732000000001,0
yxguassian,3,200,0.3,instance,0.1,0.8429755010996981,0.011351863089848065,0.49768666666666667,0.051717718190954796,0
yxguassian,3,200,0.5,instance,0.1,0.9131989563669305,0.0036911283236693527,0.49804750000000014,0.02931537245603015,0
yxguassian,1,200,0.1,instance,0.1,0.725875746102512,0.019143524258616578,0.49795500000000004,0.08759176429648244,0
yxguassian,1,200,0.3,instance,0.1,0.760532594450323,0.016259852061309338,0.49821500000000024,0.07728115008096037,0
yxguassian,1,200,0.5,instance,0.1,0.8493873688898703,0.006475734389352644,0.49843500000000013,0.05006537344221102,0
yxguassian,5,200,0.1,instance,0.3,0.9482398103104098,0.0011624886701350901,0.5013075,0.017715976576633166,0
yxguassian,5,200,0.3,instance,0.3,0.9668422641633123,0.0006210657807263834,0.5010033333333336,0.011409318246789507,0
yxguassian,5,200,0.5,instance,0.3,0.9822418120995371,0.00019279394200348855,0.5025315000000004,0.006138058449999997,0
yxguassian,3,200,0.1,instance,0.3,0.9387746184313479,0.0013169617375569343,0.5018525000000001,0.020911589943467347,0
yxguassian,3,200,0.3,instance,0.3,0.9559948450916328,0.0008899585386075072,0.5019841666666666,0.01509503841359576,0
yxguassian,3,200,0.5,instance,0.3,0.9753587575449183,0.0002999637600592586,0.5023989999999998,0.008503962411055279,0
yxguassian,1,200,0.1,instance,0.3,0.9247741030804464,0.001394449949545309,0.5030349999999999,0.025620433442211068,0
yxguassian,1,200,0.3,instance,0.3,0.9341621714668082,0.0011957156714056689,0.5032766666666667,0.02247311207146845,0
yxguassian,1,200,0.5,instance,0.3,0.9569156054617318,0.0005477605458357585,0.5038190000000001,0.014797951596984911,0
yxguassian,5,200,0.1,instance,0.5,0.9995697669851644,2.8331238920655745e-07,0.5090199999999997,6.804984924623114e-05,0
yxguassian,5,200,0.3,instance,0.5,0.9997217442550267,4.2225972886408235e-08,0.5089758333333333,1.594064698492466e-05,0
yxguassian,5,200,0.5,instance,0.5,0.9997280448720229,1.8104475970507316e-08,0.5094069999999999,5.782362814070343e-06,0
yxguassian,3,200,0.1,instance,0.5,0.9995098134554388,4.88948220048939e-07,0.5090250000000001,8.882097989949743e-05,0
yxguassian,3,200,0.3,instance,0.5,0.9996677802301533,7.019560169913527e-08,0.5098683333333333,1.782931044109439e-05,0
yxguassian,3,200,0.5,instance,0.5,0.9996687660663013,2.507177183906531e-08,0.5104025,6.6071796482411815e-06,0
yxguassian,1,200,0.1,instance,0.5,0.9992849285604091,8.648436065123152e-07,0.5091700000000001,0.00016444834170854282,0
yxguassian,1,200,0.3,instance,0.5,0.99969192884766,9.65982993193013e-08,0.5092741666666667,2.0848100921273055e-05,0
yxguassian,1,200,0.5,instance,0.5,0.9995993094270557,2.5270138973993132e-08,0.5115249999999998,6.058567839195968e-06,0
yxguassian,5,200,0.1,instance,0.7,0.945561403052633,0.0013094460794844073,0.5056675,0.018583241903266337,0
yxguassian,5,200,0.3,instance,0.7,0.9658699387599231,0.0006268791399489049,0.5053958333333335,0.011713985884282529,0
yxguassian,5,200,0.5,instance,0.7,0.9819766977312461,0.00019929291098663178,0.5044880000000004,0.0062153090010050255,0
yxguassian,3,200,0.1,instance,0.7,0.933330825583966,0.0015981007082813427,0.5055099999999998,0.02270107527638191,0
yxguassian,3,200,0.3,instance,0.7,0.9540647547491045,0.0009108174746564243,0.5056475000000001,0.015723452310859844,0
yxguassian,3,200,0.5,instance,0.7,0.9744049317140038,0.0003078731684982436,0.5053430000000002,0.008808776634170856,0
yxguassian,1,200,0.1,instance,0.7,0.922212800903203,0.0016851432314800225,0.5048674999999997,0.026442403209798994,0
yxguassian,1,200,0.3,instance,0.7,0.9321104297285148,0.0013057693720230667,0.5039475000000001,0.02315161238902847,0
yxguassian,1,200,0.5,instance,0.7,0.9578196569976707,0.00047889481502155534,0.505083,0.014483583428140701,0
yxguassian,5,200,0.1,instance,0.9,0.8058366553480664,0.0169810400572482,0.5062799999999995,0.06304656944723616,0
yxguassian,5,200,0.3,instance,0.9,0.8789324003131476,0.00829008566331554,0.5052524999999999,0.0402566379054997,0
yxguassian,5,200,0.5,instance,0.9,0.9366226328693724,0.0024761880110908004,0.5033400000000001,0.021536346231155783,0
yxguassian,3,200,0.1,instance,0.9,0.7633208148166084,0.020050317872027483,0.5032800000000005,0.07608036592964822,0
yxguassian,3,200,0.3,instance,0.9,0.8361986424701228,0.012144913641287077,0.5029433333333334,0.05382649649357901,0
yxguassian,3,200,0.5,instance,0.9,0.9103311378267649,0.0038636985194245538,0.5023109999999997,0.030257050732663306,0
yxguassian,1,200,0.1,instance,0.9,0.7172156167209144,0.020977673737745735,0.50158,0.09004133276381915,0
yxguassian,1,200,0.3,instance,0.9,0.751689149032073,0.017848241304417742,0.5006983333333331,0.07986177341987717,0
yxguassian,1,200,0.5,instance,0.9,0.8472823293799396,0.006470590614084807,0.5013775000000001,0.05074677300879397,0
yxguassian,5,200,0.1,pair,0.1,0.7720668345991797,0.023777644227318727,0.49372250000000006,0.07301429572236176,0
yxguassian,5,200,0.3,pair,0.1,0.8572364456660766,0.011750789973417934,0.49566083333333305,0.04705479491275823,0
yxguassian,5,200,0.5,pair,0.1,0.9246482520875213,0.00354087488230218,0.49797350000000024,0.025490882259045215,0
yxguassian,3,200,0.1,pair,0.1,0.720453285230609,0.029043747869875004,0.49592499999999995,0.08832637876884421,0
yxguassian,3,200,0.3,pair,0.1,0.8072476747087787,0.017194899159166808,0.49743833333333337,0.06261585296203234,0
