noisy_rate,error_rate,dataset,noise_type,causal,inital_noise,seed,num_classes,is_balanced,class_dist
0.1,0.5125195618153364,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.2,0.5101721439749609,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.30000000000000004,0.5101721439749609,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.4,0.5070422535211268,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.5,0.5183881064162754,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.6,0.5113458528951487,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.7000000000000001,0.5113458528951487,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.8,0.5082159624413145,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.9,0.5011737089201878,krkp,sym,1,0.01,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.1,0.5125195618153364,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.2,0.5101721439749609,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.30000000000000004,0.5101721439749609,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.4,0.5070422535211268,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.5,0.5183881064162754,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.6,0.5113458528951487,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.7000000000000001,0.5113458528951487,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.8,0.5082159624413145,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.9,0.5011737089201878,krkp,sym,1,0.1,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.1,0.5125195618153364,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.2,0.5101721439749609,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.30000000000000004,0.5101721439749609,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.4,0.5070422535211268,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.5,0.5183881064162754,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.6,0.5113458528951487,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.7000000000000001,0.5113458528951487,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.8,0.5082159624413145,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.9,0.5011737089201878,krkp,sym,1,0.2,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.1,0.4874804381846635,krkp,sym,1,0.3,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.2,0.48982785602503914,krkp,sym,1,0.3,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.30000000000000004,0.48982785602503914,krkp,sym,1,0.3,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.4,0.49295774647887325,krkp,sym,1,0.3,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
0.5,0.4816118935837246,krkp,sym,1,0.3,1,2,True,"[(1, 0.49), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.5), (0, 0.5), (1, 0.5), (0, 0.5), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.52), (1, 0.48), (0, 0.51), (1, 0.49), (0, 0.51), (1, 0.49)]"
