noisy_rate,error_rate,dataset,noise_type,causal,inital_noise,seed
0.1,0.49654,cifar10,sym,0,0.4,1
0.2,0.54504,cifar10,sym,0,0.4,1
0.3,0.59578,cifar10,sym,0,0.4,1
0.4,0.6452,cifar10,sym,0,0.4,1
0.5,0.69988,cifar10,sym,0,0.4,1
0.6,0.74974,cifar10,sym,0,0.4,1
0.7,0.79894,cifar10,sym,0,0.4,1
0.8,0.84666,cifar10,sym,0,0.4,1
0.9,0.89788,cifar10,sym,0,0.4,1
0.1,0.47788,cifar10n_worst,sym,0,0.4,1
0.2,0.5328,cifar10n_worst,sym,0,0.4,1
0.3,0.58422,cifar10n_worst,sym,0,0.4,1
0.4,0.6365,cifar10n_worst,sym,0,0.4,1
0.5,0.68876,cifar10n_worst,sym,0,0.4,1
0.6,0.7405,cifar10n_worst,sym,0,0.4,1
0.7,0.7935,cifar10n_worst,sym,0,0.4,1
0.8,0.84456,cifar10n_worst,sym,0,0.4,1
0.9,0.89788,cifar10n_worst,sym,0,0.4,1
0.1,0.642,balancescale,sym,1,0.4,1
0.2,0.608,balancescale,sym,1,0.4,1
0.3,0.63,balancescale,sym,1,0.4,1
0.4,0.664,balancescale,sym,1,0.4,1
0.5,0.664,balancescale,sym,1,0.4,1
0.6,0.664,balancescale,sym,1,0.4,1
0.7,0.646,balancescale,sym,1,0.4,1
0.8,0.666,balancescale,sym,1,0.4,1
0.9,0.664,balancescale,sym,1,0.4,1
0.1,0.42605,xyguassian,instance,1,0.1,1
0.2,0.4399,xyguassian,instance,1,0.1,1
0.3,0.4523,xyguassian,instance,1,0.1,1
0.4,0.4654,xyguassian,instance,1,0.1,1
0.5,0.49425,xyguassian,instance,1,0.1,1
0.6,0.5346,xyguassian,instance,1,0.1,1
0.7,0.5477,xyguassian,instance,1,0.1,1
0.8,0.5601,xyguassian,instance,1,0.1,1
0.9,0.57395,xyguassian,instance,1,0.1,1
0.1,0.4403,xyguassian,instance,1,0.2,1
0.2,0.45115,xyguassian,instance,1,0.2,1
0.3,0.46175,xyguassian,instance,1,0.2,1
0.4,0.47245,xyguassian,instance,1,0.2,1
0.5,0.49425,xyguassian,instance,1,0.2,1
0.6,0.52755,xyguassian,instance,1,0.2,1
0.7,0.53825,xyguassian,instance,1,0.2,1
0.8,0.54885,xyguassian,instance,1,0.2,1
0.9,0.5597,xyguassian,instance,1,0.2,1
0.1,0.4575,xyguassian,instance,1,0.3,1
0.2,0.46325,xyguassian,instance,1,0.3,1
0.3,0.47175,xyguassian,instance,1,0.3,1
0.4,0.47725,xyguassian,instance,1,0.3,1
0.5,0.49425,xyguassian,instance,1,0.3,1
0.6,0.52275,xyguassian,instance,1,0.3,1
0.7,0.52825,xyguassian,instance,1,0.3,1
0.8,0.53675,xyguassian,instance,1,0.3,1
0.9,0.5425,xyguassian,instance,1,0.3,1
0.1,0.47735,xyguassian,instance,1,0.4,1
0.2,0.4773,xyguassian,instance,1,0.4,1
0.3,0.481,xyguassian,instance,1,0.4,1
0.4,0.4813,xyguassian,instance,1,0.4,1
0.5,0.49425,xyguassian,instance,1,0.4,1
0.6,0.5187,xyguassian,instance,1,0.4,1
0.7,0.519,xyguassian,instance,1,0.4,1
0.8,0.5227,xyguassian,instance,1,0.4,1
0.9,0.52265,xyguassian,instance,1,0.4,1
0.1,0.50535,xyguassian,instance,1,0.5,1
0.2,0.5104,xyguassian,instance,1,0.5,1
0.3,0.5082,xyguassian,instance,1,0.5,1
0.4,0.5112,xyguassian,instance,1,0.5,1
0.5,0.50575,xyguassian,instance,1,0.5,1
0.6,0.4888,xyguassian,instance,1,0.5,1
0.7,0.4918,xyguassian,instance,1,0.5,1
0.8,0.4896,xyguassian,instance,1,0.5,1
0.9,0.49465,xyguassian,instance,1,0.5,1
0.1,0.485,xyguassian,instance,1,0.6,1
0.2,0.49705,xyguassian,instance,1,0.6,1
0.3,0.50095,xyguassian,instance,1,0.6,1
0.4,0.50785,xyguassian,instance,1,0.6,1
0.5,0.50575,xyguassian,instance,1,0.6,1
0.6,0.49215,xyguassian,instance,1,0.6,1
0.7,0.49905,xyguassian,instance,1,0.6,1
0.8,0.50295,xyguassian,instance,1,0.6,1
0.9,0.515,xyguassian,instance,1,0.6,1
0.1,0.46885,xyguassian,instance,1,0.7,1
0.2,0.4845,xyguassian,instance,1,0.7,1
0.3,0.4934,xyguassian,instance,1,0.7,1
0.4,0.5041,xyguassian,instance,1,0.7,1
0.5,0.50575,xyguassian,instance,1,0.7,1
0.6,0.4959,xyguassian,instance,1,0.7,1
0.7,0.5066,xyguassian,instance,1,0.7,1
0.8,0.5155,xyguassian,instance,1,0.7,1
0.9,0.53115,xyguassian,instance,1,0.7,1
0.1,0.446,xyguassian,instance,1,0.8,1
0.2,0.46815,xyguassian,instance,1,0.8,1
0.3,0.48445,xyguassian,instance,1,0.8,1
0.4,0.49905,xyguassian,instance,1,0.8,1
0.5,0.50575,xyguassian,instance,1,0.8,1
0.6,0.50095,xyguassian,instance,1,0.8,1
0.7,0.51555,xyguassian,instance,1,0.8,1
