noise_rate,error_rate,dataset,noise_type,causal,initial_noise,seed
0.1,0.492566510172144,krkp,instance,1,0.0,1
0.2,0.4933489827856025,krkp,instance,1,0.0,1
0.30000000000000004,0.505868544600939,krkp,instance,1,0.0,1
0.4,0.5,krkp,instance,1,0.0,1
0.5,0.5039123630672926,krkp,instance,1,0.0,1
0.6,0.5,krkp,instance,1,0.0,1
0.7000000000000001,0.49413145539906106,krkp,instance,1,0.0,1
0.8,0.5066510172143975,krkp,instance,1,0.0,1
0.9,0.5074334898278561,krkp,instance,1,0.0,1
0.1,0.4933489827856025,krkp,instance,1,0.1,1
0.2,0.49960876369327073,krkp,instance,1,0.1,1
0.30000000000000004,0.5027386541471048,krkp,instance,1,0.1,1
0.4,0.5,krkp,instance,1,0.1,1
0.5,0.5039123630672926,krkp,instance,1,0.1,1
0.6,0.5,krkp,instance,1,0.1,1
0.7000000000000001,0.49726134585289516,krkp,instance,1,0.1,1
0.8,0.5003912363067292,krkp,instance,1,0.1,1
0.9,0.5066510172143975,krkp,instance,1,0.1,1
0.1,0.49413145539906106,krkp,instance,1,0.2,1
0.2,0.5027386541471048,krkp,instance,1,0.2,1
0.30000000000000004,0.5035211267605634,krkp,instance,1,0.2,1
0.4,0.5023474178403756,krkp,instance,1,0.2,1
0.5,0.5039123630672926,krkp,instance,1,0.2,1
0.6,0.49765258215962443,krkp,instance,1,0.2,1
0.7000000000000001,0.4964788732394366,krkp,instance,1,0.2,1
0.8,0.49726134585289516,krkp,instance,1,0.2,1
0.9,0.505868544600939,krkp,instance,1,0.2,1
0.1,0.4894366197183099,krkp,instance,1,0.3,1
0.2,0.5003912363067292,krkp,instance,1,0.3,1
0.30000000000000004,0.49726134585289516,krkp,instance,1,0.3,1
0.4,0.5,krkp,instance,1,0.3,1
0.5,0.5039123630672926,krkp,instance,1,0.3,1
0.6,0.5,krkp,instance,1,0.3,1
0.7000000000000001,0.5027386541471048,krkp,instance,1,0.3,1
0.8,0.49960876369327073,krkp,instance,1,0.3,1
0.9,0.5105633802816901,krkp,instance,1,0.3,1
0.1,0.48982785602503914,krkp,instance,1,0.4,1
0.2,0.4953051643192488,krkp,instance,1,0.4,1
0.30000000000000004,0.4945226917057903,krkp,instance,1,0.4,1
0.4,0.4956964006259781,krkp,instance,1,0.4,1
0.5,0.5039123630672926,krkp,instance,1,0.4,1
0.6,0.5043035993740219,krkp,instance,1,0.4,1
0.7000000000000001,0.5054773082942097,krkp,instance,1,0.4,1
0.8,0.5046948356807511,krkp,instance,1,0.4,1
0.9,0.5101721439749609,krkp,instance,1,0.4,1
0.1,0.5,krkp,instance,1,0.5,1
0.2,0.5054773082942097,krkp,instance,1,0.5,1
0.30000000000000004,0.5015649452269171,krkp,instance,1,0.5,1
0.4,0.5082159624413145,krkp,instance,1,0.5,1
0.5,0.5039123630672926,krkp,instance,1,0.5,1
0.6,0.49178403755868544,krkp,instance,1,0.5,1
