dataset,noise_type,initial_noise,corr/p-value,slope,stderr
secstr,sym,0.0,2.653712060649228e-12,0.039847512518075105,0.0009752644010302352
secstr,sym,0.2,4.1340642134124586e-13,0.026415229627505157,0.0009452995222447863
secstr,sym,0.4,6.327558585383742e-13,0.011897847727625937,0.0011937251840781274
secstr,pair,0.0,2.653712060649228e-12,0.039847512518075105,0.0009752644010302352
secstr,pair,0.2,4.1340642134124586e-13,0.026415229627505157,0.0009452995222447863
secstr,pair,0.4,6.327558585383742e-13,0.011897847727625937,0.0011937251840781274
secstr,instance,0.0,7.432522903895847e-12,0.03618908766436818,0.0011770495375787546
secstr,instance,0.2,9.534283724099507e-13,0.02899333564374974,0.0010127550428071393
secstr,instance,0.4,3.7508537520581543e-13,0.013389261343945375,0.0010991732677187835
